note_id,title,l1_main,l2_main,total_interaction,text
68fcc26d000000000703a3c1,沉浸式切菜合集！10分钟超长解压纯享版,观看体验,沉浸感,8232,沉浸式切菜合集！10分钟超长解压纯享版 这一期视频素材搜集了半年哈哈哈哈哈哈#留学生做饭讲究学[话题]# #备餐[话题]# #留学生[话题]# #沉浸式极度舒适[话题]# #解压视频[话题]# #沉浸式解压[话题]# #切菜[话题]# #沉浸式切菜[话题]#
679a8797000000001703bd0b,荒野建造60分钟合集一次看个够,观看体验,沉浸感,12368,"荒野建造60分钟合集一次看个够 谁能拒绝在失眠的时候刷上一集解压的荒野建造，看完保证你能睡上美美的一觉。（荒野建造一口气看完系列，沉浸式荒野建造，完整长视频无解说）纯净版
﻿#解压[话题]#﻿  ﻿#助眠[话题]#﻿  ﻿#荒野建造[话题]#﻿  ﻿#野外生存[话题]#﻿  ﻿#荒野独居[话题]#﻿"
68fddd540000000004014343,超好听的粉丝投稿音乐合集（一个小时版）,功能需求,智能推荐,11425,"超好听的粉丝投稿音乐合集（一个小时版） #音乐推荐[话题]# #歌曲推荐[话题]# #音乐分享[话题]# #戴上耳机[话题]# #0:00[时刻]# 心如止水
#2:54[时刻]# 绝对占有  相对自由
#8:11[时刻]# Time machine
#11:34[时刻]# 阳光下的星星
#15:49[时刻]# 太聪明
#20:02[时刻]# After17
#22:26[时刻]# 听夜雨
#25"
68539d4b00000000170363f2,求推荐不太需要眼睛的,观看体验,视觉疲劳,15198,"求推荐不太需要眼睛的 工作和做手工的时候喜欢放点视频当背景音，想找点不需要太用眼睛看的视频。
个人常看类型：单机恐怖游戏（包括实况和直播录播）
常看游戏类型：日式RPG、MC长期生存、其它单机恐游……
单个视频长度希望不小于三十分钟。
常看的UP：中国BOY、与山、Airly、谜之声、某幻（直播录播）、盒子酸奶（直播录播）
	
另外我最近也在找悬疑类的电视剧（想稍微老点的剧），或者有那种影视剧长解"
6991fafe000000001d026aad,海啸来袭，你想登上哪一搜方舟？#治愈系[话题]# #助眠[话题]# #解压[话题]# #AICG[话题]# #末日[话题]# #荒野求生[话题]# #海啸[话题]# #amsr[话题]# #视觉震撼力[话题]# #内容极度舒适[话题]#,情绪感受,睡前场景,9187,海啸来袭，你想登上哪一搜方舟？#治愈系[话题]# #助眠[话题]# #解压[话题]# #AICG[话题]# #末日[话题]# #荒野求生[话题]# #海啸[话题]# #amsr[话题]# #视觉震撼力[话题]# #内容极度舒适[话题]# 海啸来袭，你想登上哪一搜方舟？#治愈系[话题]# #助眠[话题]# #解压[话题]# #AICG[话题]# #末日[话题]# #荒野求生[话题]# #海啸[话题]
667016b30000000006006fc7,长视频预警⚠️100点切煤七分半拆到爽～,观看体验,正面情绪,6841,"长视频预警⚠️100点切煤七分半拆到爽～ 硬生生囤了三箱切煤 剪成唠嗑的中长视频
不知道你们喜不喜欢看啊啊啊啊
喜欢看这种长度的视频的话我以后多剪点
#快乐恰谷[话题]# #谷子开箱[话题]# #蓝色监狱[话题]# #蓝锁[话题]# #乐一番[话题]# #凪玲[话题]# #切煤开箱[话题]# #坂本days[话题]# #坂本日常[话题]# #有月憬[话题]#"
67e7a3db000000001200d1d8,看完两个长视频感觉还能溺爱B站很久…,内容质量,身体疲劳,8799,看完两个长视频感觉还能溺爱B站很久… 两个昨天更新的视频，今天在电视首页刷到，一个是轨迹球TRACKBALL的《互联网上，没人知道内蒙草原的这些神秘图案》，另一个是江寻千的《这里的女孩不嫁人，永远都跟妈妈在一起》，两个up我都没有关注，两个视频加一起快半个小时，我都静静看完了，每一个都让人动容，看完后下面相关推荐了HOPICO最新一期视频，质量也是一如既往的高，很喜欢这种有点电台式安安静静讲音乐的
683d19ef000000002100d1e8,猫和老鼠141-150,内容质量,剧情评价,22221,"猫和老鼠141-150 猫和老鼠精彩持续更新中.....
﻿#猫和老鼠[话题]#﻿ ﻿#童年[话题]#﻿ ﻿#动画电影[话题]#﻿ ﻿#汤姆[话题]#﻿ ﻿#杰瑞[话题]#﻿"
6921660c000000001e00d6be,爆肝一坤年，带你一口气看完《鬼灭之刃》,时长控制,时长偏好,11788,爆肝一坤年，带你一口气看完《鬼灭之刃》 1-4季全部内容，总时长186分钟，建议收藏后观看_鬼灭之刃 _一口气看完系列#鬼灭之刃[话题]# #动画解说[话题]# #日漫推荐[话题]# #番剧推荐[话题]# #动漫[话题]#
69b7d8c1000000001a0284e3,近一小时末世合集来啦，非常适合下饭助眠哦#原创动画[话题]# #末世[话题]# #一口气看完[话题]# #助眠[话题]#,行为习惯,时长偏好,10067,近一小时末世合集来啦，非常适合下饭助眠哦#原创动画[话题]# #末世[话题]# #一口气看完[话题]# #助眠[话题]# 近一小时末世合集来啦，非常适合下饭助眠哦#原创动画[话题]# #末世[话题]# #一口气看完[话题]# #助眠[话题]#
66727859000000001d015da0,要充会员的，我给你们看。,付费会员,长视频平台,10913,要充会员的，我给你们看。
698b4216000000001a03647f,"【berlin】警告：除非你准备睡觉，否则不要观看这个ASMR视频
#助眠[话题]# #放松[话题]# #沉浸[话题]# #角色扮演[话题]# #多种触发音[话题]#",观看体验,沉浸感,7988,"【berlin】警告：除非你准备睡觉，否则不要观看这个ASMR视频
#助眠[话题]# #放松[话题]# #沉浸[话题]# #角色扮演[话题]# #多种触发音[话题]# 【berlin】警告：除非你准备睡觉，否则不要观看这个ASMR视频
#助眠[话题]# #放松[话题]# #沉浸[话题]# #角色扮演[话题]# #多种触发音[话题]#"
69d9fbc10000000022024e6a,一口气30分钟，带你看完最新爆火韩剧,行为习惯,观看时长,6791,一口气30分钟，带你看完最新爆火韩剧 #我的观影报告[话题]# #小红书短电影[话题]# #韩剧解说[话题]# #一口气看完[话题]# #解说[话题]#
6938efe1000000001d03eab6,一口气看完（金钱的诱惑）完结版小故事,观看体验,剧情评价,6346,一口气看完（金钱的诱惑）完结版小故事 #一口气看完[话题]# #沙雕动画[话题]# #睡前故事[话题]# #电子榨菜[话题]# #爽文[话题]# #完结文[话题]# #重生[话题]# #结局令人舒适[话题]# #情感故事[话题]# #小故事[话题]#
69c2b0ec0000000020038dfb,ASMR超长合集版，可以听着睡觉啦,情绪感受,睡前场景,6105,ASMR超长合集版，可以听着睡觉啦 #aha这也是艺术[话题]# #解压治愈[话题]# #asmr助眠[话题]# #极度舒适[话题]# #解压助眠[话题]# #助眠[话题]# #声控助眠[话题]# #asmr助眠敲击音[话题]#
69ae610c000000001b01c441,别开倍速 怕你痛痛~,时长控制,倍速播放,6528,别开倍速 怕你痛痛~ #推荐[话题]# #新人博主[话题]# #带上耳机聆听效果更佳[话题]# #助眠[话题]#  #助眠解压伴你入睡[话题]# #轻轻敲醒沉睡的心灵[话题]# #解压助眠[话题]# #没有不良导向的意思[话题]# #此处无声胜有声[话题]# #请看到最后[话题]#
69a93482000000002800892f,B站有什么轻松又好看的长视频,内容质量,剧情评价,8606,"B站有什么轻松又好看的长视频 《守护解放西》这种纪录片，各种医疗纪录片《人生第一次》，《中国医生》啥的，或者下一个是谁，羊村这类的UP主集体活动，还有我的年度UP主大物的所有视频。食贫道这类UP也可以。
因为平时比较喜欢看长视频，但又倾向于轻松或者能学到生活知识的那一类视频，感觉看遍了[哭惹R] #B站[话题]# #大物是也[话题]# #下一个是谁[话题]#  #守护解放西6[话题]#
	
二编："
699423f7000000001a035a3b,25时（荒野求生）合集一口气看完,行为习惯,观看时长,7467,25时（荒野求生）合集一口气看完 #世界计划[话题]# #25时[话题]# #荒野求生[话题]# #合集[话题]# #致歉一切[话题]#
69509424000000001e002411,一口气看完韩国悬疑电影《钱》,行为习惯,观看时长,6979,一口气看完韩国悬疑电影《钱》 #一剪到底[话题]# #犯罪[话题]# #悬疑[话题]# #电影解说[话题]#
69ea1bba0000000020006003,这是一条长视频！虽迟但到！,社交互动,观看时长,7487,"这是一条长视频！虽迟但到！ 好多人让我讨论这个案件，准备了好几天，终于又是一条长视频！办了婚礼没领证，刚刚生完孩子就被男友起诉。
#RED新生代创作大赛[话题]#  #万物漫评[话题]# #女性成长[话题]# #一定要看完[话题]# #婚姻情感[话题]# #结婚[话题]# #案件解读[话题]# #社会观察[话题]# #仁仁律师[话题]#"
6810a3fb0000000020029d29,一口气看完《签到天赋》合集,行为习惯,观看时长,7060,一口气看完《签到天赋》合集 ﻿#原创动漫[话题]#﻿ ﻿#二次元[话题]#﻿ ﻿#原创动画[话题]#﻿
69da7419000000001b021bae,最近迷上了看mc长视频,观看体验,智能推荐,7281,"最近迷上了看mc长视频 求推荐，画稿看这种视频太舒服了，最好是国内软件能看到的
#mc[话题]#"
69f44277000000001f000ecd,《真实之证》1~13合集|能看懂版,行为习惯,观看时长,5370,《真实之证》1~13合集|能看懂版 #原创动画[话题]# #悬疑推理[话题]# #二次元[话题]# #一口气看完系列[话题]#
69eb3126000000002301d8d1,暴雨哄睡版,行为习惯,睡前场景,5216,暴雨哄睡版 哄睡版｜温柔雷雨助眠音 起初只是晨间细雨，偏爱雨季的我满心欢喜#原创动画[话题]# #末世[话题]# #助眠[话题]# #一口气看完系列[话题]# #暴雨[话题]#
69595b8b0000000022021fe6,（长视频预警）十万伏特收官安可完整版,未分类,未分类,5077,"（长视频预警）十万伏特收官安可完整版 雾都孤儿+星星坠落时+银河
#汪苏泷十万伏特[话题]# #世界上最后一场十万伏特[话题]#"
69ef7f9f0000000035022396,一到半夜就想吃东西怎么办？那就看集蜡笔小,未分类,未分类,4001,一到半夜就想吃东西怎么办？那就看集蜡笔小
6687c31c000000000a0041cf,地球曾失忆10亿年？！那些被抹去的远古记录……,功能需求,剧情评价,5114,地球曾失忆10亿年？！那些被抹去的远古记录…… #当然要记录啊[话题]# #每秒都值得记录[话题]# #奇闻趣事[话题]# #真实还原[话题]# #历史那些事儿[话题]# #奇闻异事[话题]# #悬疑[话题]# #地球[话题]# #历史[话题]# #内容过于真实[话题]# #老雷的睡前故事[话题]#
69393b10000000001b031085,隐秘公交完整版,场景使用,通勤场景,4513,隐秘公交完整版 【隐秘公交】完整版#悬疑[话题]# #原创动画[话题]# #一口气看完系列[话题]#
6940d005000000001e00fba8,求推荐长时绘画陪伴视频,观看体验,沉浸感,5859,"求推荐长时绘画陪伴视频 本人注意力涣散+厚涂喜欢拉长战线绘画。
倾向看长主机游戏实况或动物旅行纪录片。
视频可以是无解说沉浸。
	
类似赛万味超人《寂静岭一周目》和昭霖黄瓜小卷《生化危机4高难无伤》的长度。（这两个分别是9h和11h）
	
【PS:摸鱼事务、散人、戒社不用推荐，一小时内对我来说时常不够，且不喜欢听赛博反省/他人苦难。】
	
后编:
回不过来，慢慢看后评了，感谢大家留言分享💖，收藏随"
69c3c16c0000000023007974,以森为翼 飞往氤氲之春 | 25分钟治愈轻音乐,内容质量,制作水平,5689,"以森为翼 飞往氤氲之春 | 25分钟治愈轻音乐 日常推荐英文歌曲和轻音乐，欢迎来到我的音乐旅程！
氤氳之森 -  CMJ
春天是一首浪漫诗 -  Youzee Music
林涧回响 -  CMJ
与你续写春诗 -  Hea2t
猫眼中的森林 -  CMJ
视频制作：Ellie的音乐屋（网易云用户同名）
本视频歌曲仅作为安利分享，歌曲版权和封面版权均属于其原创作者所有，侵权请联系删除
	
#宝藏歌单"
686119e5000000000d026ad2,一口气看完大叔转生恶役大小姐 完整版,行为习惯,观看时长,4394,一口气看完大叔转生恶役大小姐 完整版 一口气看完大叔转生恶役大小姐 完整版 恶役千金的外表大叔的心﻿#动漫解说[话题]#﻿ ﻿#二次元[话题]#﻿ ﻿#日漫[话题]#﻿
68ad5190000000001c00b062,2小时一口气看完完整版甄嬛传,内容质量,视觉疲劳,4024,2小时一口气看完完整版甄嬛传 2小时一口气看完完整版 ﻿#甄嬛传[话题]#﻿ 《甄嬛传》以深宫为镜，照见权谋与爱恨交织的女性史诗，在荣辱沉浮中折射人性光辉与黑暗。而“会說話”的解读如金线绣牡丹——既精准刺中剧情命脉，又以绮丽笔墨复活角色灵魂，让宫斗叙事升华为对命运与权力的哲学叩问，堪称评析界的华彩篇章。﻿#一口气[话题]#﻿ ﻿#一口气看完[话题]#﻿ ﻿#抖荫米青走先[话题]#﻿ ﻿#电视剧[话
69f9ff77000000003501dfd6,一个线上圣地巡礼的长视频留念,时长控制,时长偏好,3125,一个线上圣地巡礼的长视频留念 魂太这个线上的圣地巡礼真的做的太好了🥺小光和sai就这样一直萌萌的在一起，一个超级长的快8分钟的留念，中间有一段时间因为配乐是随着大屏的，有一长段间隔是没有声音的，而且伴随着我偶尔的放大缩小且会有重复的路程，有大家真的太幸福了#棋魂[话题]#
680eff1d000000002202b7da,这还是短视频app吗？,功能需求,剧情评价,3775,"这还是短视频app吗？ 最近痴迷《红楼梦》，原著看起来有点慢，就想看看解说和87版电视剧，偶然间发现了这个博主，这视频真不是一般的长啊，花了7个半小时刷完了，真的从白天看到了黑夜，比看过的电影还要长的多，唯一的遗憾是只讲了前八十回，后面二十回没有讲解，有一百二十回详细解说的博主推荐吗？
———————分割线—————————
记录一下，2025年5月25日终于一字不差的看完了全书，心中感慨万千，为"
67af0d68000000002802a65f,偷吃番茄，偶遇渣鼠，智斗胖橘猫,未分类,未分类,7120,"偷吃番茄，偶遇渣鼠，智斗胖橘猫 仓鼠妈妈花园历险记：偷吃番茄，偶遇渣鼠，智斗胖橘猫
﻿#探秘自然[话题]#﻿ ﻿#纪录片[话题]#﻿ ﻿#黑腹仓鼠[话题]#﻿ ﻿#动物科普[话题]#﻿ ﻿#小小世界[话题]#﻿ ﻿#野生动物[话题]#﻿ ﻿#微观世界[话题]#﻿ ﻿#奇趣自然[话题]#﻿"
69145799000000001b032a88,真·一刀未剪！155分钟量大管饱！鬼灭之刃,内容质量,智能推荐,4271,真·一刀未剪！155分钟量大管饱！鬼灭之刃 真·一刀未剪！155分钟量大管饱！《鬼灭之刃：无限城篇》太好看啦！#出影院就发repo[话题]# #小红书电影假日[话题]# #鬼灭之刃[话题]# #影评[话题]# #无一郎的无是无限的无[话题]# #动漫推荐[话题]# #祢豆子[话题]# #番剧推荐[话题]# #热血动漫[话题]#  #红薯地宝藏片单[话题]#
69f341f6000000003601b72c,长视频🎥葡的日常,观看体验,沉浸感,3104,"长视频🎥葡的日常 看本葡吃饭是不是食欲很好٩(•̤̀ᵕ•̤́๑)ᵒᵏᵎᵎᵎᵎ
	
#人类幼崽日常[话题]# #沉浸式记录生活[话题]# #日常记录[话题]#"
68deb130000000000701522f,有没有适合画画听的长视频,内容质量,剧情评价,4737,"有没有适合画画听的长视频 之前看很多人推戒社结果我听了几期发现听这个up一谈到赌狗心理我就会生出一股强烈的赌博欲望所以不敢再听了，除此之外对电视剧/电影解说和网文小说兴趣不大，也听不下去投稿式电台。个人偏好更喜欢女声，想问问除了这些有没有不用看只用听的长视频博主推荐，特别是会做读对白的游戏剧情实况、讲史讲得没那么像在上课的、案件解说和地方怪谈内容的博主🥹
#画画[话题]# #画画听什么[话题]#"
6a00687d0000000008030334,【合集】极寒来临，我带着父母回农村老宅，烧土炕，砌好墙，悠闲渡过末世！#末日生存[话题]# #末世[话题]# #一口气看完系列[话题]# #末日囤货文[话题]#,行为习惯,观看时长,3769,【合集】极寒来临，我带着父母回农村老宅，烧土炕，砌好墙，悠闲渡过末世！#末日生存[话题]# #末世[话题]# #一口气看完系列[话题]# #末日囤货文[话题]# 【合集】极寒来临，我带着父母回农村老宅，烧土炕，砌好墙，悠闲渡过末世！#末日生存[话题]# #末世[话题]# #一口气看完系列[话题]# #末日囤货文[话题]#
695e5a67000000001a0363f9,被终生软禁，请选择你的套房,功能需求,观看方式,3419,被终生软禁，请选择你的套房 #选择你想要的生活[话题]# #梦想中的房子[话题]# #ai视频[话题]# #看世界[话题]#
687ddec2000000000d01b584,奔跑吧第12期完整版(上),内容质量,观看频率,3816,奔跑吧第12期完整版(上) 晚上会更新后面！#正在追的综艺[话题]# #综艺[话题]# #好看的综艺[话题]#
67864fa50000000020022fe7,沉浸式丨98年已婚上班族 晨间日记,观看体验,沉浸感,3129,沉浸式丨98年已婚上班族 晨间日记 几千天近况幸福吗#晨间日常[话题]# #vlog[话题]# #记录生活[话题]# #精致女人[话题]# #沉浸式[话题]# #日记[话题]# #护肤[话题]# #养生[话题]# #家居[话题]# #浪漫生活的记录者[话题]#
69fc73d60000000035024460,233集🧺超解压长视频🧹,观看体验,沉浸感,2935,"233集🧺超解压长视频🧹 节日狂欢过后的收场
#沉浸式[话题]# #解压日常[话题]# #客厅[话题]# #家是我的能量场[话题]# #家的养成计划[话题]# #换个角度看我家[话题]# #家务[话题]# #每天都有值得记录的瞬间[话题]# #解压[话题]# #沉浸式清洁[话题]#"
68d35ff0000000001300a0fe,维多利亚时期，欧洲的贵妇每天都在忙什么？,场景使用,剧情评价,3443,维多利亚时期，欧洲的贵妇每天都在忙什么？ #历史[话题]# #贵妇[话题]# #睡前故事[话题]# #助眠[话题]# #维多利亚[话题]#
68b6ee3a000000001b030e60,推荐我的电子榨菜！！宝藏的长视频up们,观看体验,剧情评价,3912,"推荐我的电子榨菜！！宝藏的长视频up们 从收藏夹里整理了我最常看的下饭up们～
每一个都好喜欢，总结了频道的特点和我常看的几期经典佳作，大家放心种草，每个都很有意思
	
推荐的博主包括：
@大物是也 ：小电视最喜欢的up主[皱眉R]从《令人心动的offer》医学季开始关注的。后面一步步看着频道成长，做各种医学相关的科普，超级有趣
	
@王一快 ：另一个做reaction的宝藏up。re综艺的时候笑"
69eef9260000000022027284,Vlog🌧️雨天·无倍速 60分钟🍃伴学·沉浸式,观看体验,沉浸感,2787,Vlog🌧️雨天·无倍速 60分钟🍃伴学·沉浸式 #vlog[话题]# #vlog日常[话题]# #氛围感[话题]# #学习日常[话题]# #studywithme[话题]# #study[话题]# #记录吧就现在[话题]# #治愈[话题]#
6a058525000000003603322e,小女子今天剪长视频了惹😏😏😏#大基数减肥[话题]# #减肥日常[话题]# #减肥打卡[话题]# #减肥日常vlog[话题]#,行为习惯,观看频率,2336,小女子今天剪长视频了惹😏😏😏#大基数减肥[话题]# #减肥日常[话题]# #减肥打卡[话题]# #减肥日常vlog[话题]# 小女子今天剪长视频了惹😏😏😏#大基数减肥[话题]# #减肥日常[话题]# #减肥打卡[话题]# #减肥日常vlog[话题]#
69f307fb0000000023015445,最顶级的下饭细糠！越品越有味的养老神剧！,内容质量,智能推荐,2983,最顶级的下饭细糠！越品越有味的养老神剧！ 万字精讲经典古装家庭剧《知否》P1#知否知否应是绿肥红瘦[话题]# #放大镜追剧[话题]# #电视剧解说[话题]# #小红书追剧人[话题]# #好看国产剧推荐[话题]# #我的观影报告[话题]#
6a016e14000000000702656e,末世暴雨来袭！一口气看完，完整版#原创动画[话题]# #末日求生[话题]# #末日生存[话题]#,行为习惯,观看时长,2776,末世暴雨来袭！一口气看完，完整版#原创动画[话题]# #末日求生[话题]# #末日生存[话题]# 末世暴雨来袭！一口气看完，完整版#原创动画[话题]# #末日求生[话题]# #末日生存[话题]#
69fd2ded000000003502c34a,推荐一个免费古代推理破案游戏！长视频,功能需求,智能推荐,3968,推荐一个免费古代推理破案游戏！长视频 #二点五次元[话题]# #RED新生代创作大赛[话题]# #大家一起聊游戏[话题]# #游戏日常[话题]# #游戏[话题]# #游戏分享[话题]# #游戏推荐[话题]# #游戏实况[话题]# #宝藏游戏推荐[话题]##二次元看见计划[话题]#
6930276a000000001b027b7c,一口气看完《火影忍者》第三部分,行为习惯,观看时长,3800,一口气看完《火影忍者》第三部分 #动漫解说[话题]# #火影忍者[话题]#
69ee07930000000036001bf1,"ASMR | 20min长视频 不信你能看到最后 来自远方德国小宝宝的定制！太会听了都是超级火爆好听的项目！最近专辑四更新八卦轻语 芦荟胶t麦记得听哦～#助眠[话题]#
#asmr[话题]# #助眠视频[话题]# #ASMR助眠[话题]#",未分类,睡前场景,2577,"ASMR | 20min长视频 不信你能看到最后 来自远方德国小宝宝的定制！太会听了都是超级火爆好听的项目！最近专辑四更新八卦轻语 芦荟胶t麦记得听哦～#助眠[话题]#
#asmr[话题]# #助眠视频[话题]# #ASMR助眠[话题]# ASMR | 20min长视频 不信你能看到最后 来自远方德国小宝宝的定制！太会听了都是超级火爆好听的项目！最近专辑四更新八卦轻语 芦荟胶t麦记得听哦～#助眠["
6695e5350000000025003793,笑疯了😂怎么有这么不正经的纪录片‼️,功能需求,智能推荐,2838,"笑疯了😂怎么有这么不正经的纪录片‼️ 🎬🎬片名《扯淡地球史》
😂喜剧|纪录片
30分钟/集【共5集】
推荐指数⭐⭐⭐⭐⭐
	
👍🏻全程爆笑、巨下饭、超级解压又涨知识～
	
主持人以其无厘头的提问和奇葩的理论，挑战专家的底线，让观众在笑声中重新审视历史。专家们满头问号还得认真解答，显得渊博、弱小、又无助😵‍💫
	
⛰️“金字塔为什么是尖的？”
“是为了阻止流浪汉在上面睡觉吗？”
	
主持人脑洞真大真"
67fa83ae000000001c02af57,求安利长视频up主,社交互动,B站体验,4408,"求安利长视频up主 虽然现在是短视频时代
但可能因为我是从长视频一路看过来的
对于长视频的喜欢已经已经刻在骨子里了
短视频虽然好但是没有任何让我看第二遍的欲望
以前喜欢的长视频up主大多数也都转短视频赛道放弃长视频了
反反复复盘她们19 20年左右的视频
急需一些新鲜的没看过的视频当bgm
#长视频[话题]# #up主[话题]# #求安利[话题]#"
689d4c18000000001d027d4d,一口气看完高质量重生爽文小说大女主推荐,观看体验,智能推荐,1959,一口气看完高质量重生爽文小说大女主推荐 一口气看完高质量重生爽文小说大女主推荐家庭纠纷全文已完结 ﻿#清醒大女主小说推荐[话题]#﻿ ﻿#一口气系列[话题]#﻿ ﻿#大女主漫画[话题]#﻿  ﻿#现言[话题]#﻿  ﻿#多肉浅浅[话题]#﻿
69dba98c000000002301e74b,分享一些前额叶友好博主！！,观看体验,沉浸感,2319,"分享一些前额叶友好博主！！ 今年是脑科学元年吗……
又给自己确诊了新问题：前额叶损伤
上一秒想的事情下一秒就忘了，吃个饭都能走神，
看完一段非常精彩深刻的文字之后，留下一句发自肺腑的评论：啥意思？
	
这下真是玩手机玩的，刷短视频刷的了、、
因为实在戒不掉短视频，所以我尝试用中长视频代替它，给前额叶做修复训练
最近薯在搞的一个新生代创作大赛就有几个长视频拍得很好的博主，
	
作为一个纯纯文科生，我"
67836557000000000b021eba,pocket3长视频导出神器,功能需求,时长偏好,3192,"pocket3长视频导出神器 今天跟大家分享一款pocket3长视频导出神器及方法，在我边旅行边剪vlog帮了很大的忙。
	
👉pocket3长视频导出方式对比
1️⃣三角读卡器：支持多设备数据传输，pc端，手机，ipad。有相机微单的宝子也可以传照片。（p2-p3）
2️⃣dji mimo app：优点是可以加水印滤镜在线编辑，缺点是导出速度太太太慢了
3️⃣typec数据线：和读卡器传输过程类"
69d61580000000001f00171b,千千猪提醒您全文25分钟一口气看完,功能需求,观看时长,2013,千千猪提醒您全文25分钟一口气看完 #一口气看完[话题]# #完结文[话题]# #短篇完结[话题]# #宝藏小说[话题]# #小说推文[话题]#
69e628ad000000002200f4a5,229集🧺这是一个解压长视频,观看体验,沉浸感,1750,229集🧺这是一个解压长视频 每到周末分外乱#解压日常[话题]# #沉浸式[话题]# #家是我的能量场[话题]# #家的养成计划[话题]# #客厅[话题]# #卧室[话题]# #换个角度看我家[话题]# #解压[话题]# #家务[话题]# #减压视频[话题]#
69de04450000000023006fba,study vlog🌧️30min原倍速伴学•白噪音,观看体验,沉浸感,1795,"study vlog🌧️30min原倍速伴学•白噪音 大家晚上好呀我回来啦～超想大家✨
欢迎宝宝们来点菜下期背景音想听什么💗
#vlog[话题]# #治愈系vlog[话题]# #沉浸式学习[话题]# #学习vlog[话题]# #study_account[话题]# #studyvlog[话题]# #原倍速伴学[话题]# #伴学视频[话题]# #白噪音[话题]# #infj[话题]#"
